"id";"cand_id";"funds";"state_code";"year"
868;11;10500.0;"ID";1988
869;13;1000.0;"ID";1984
870;14;17230.0;"ID";1984
871;14;23065.0;"ID";1980
872;15;8150.0;"ID";1980
873;2;1260252.71;"UT";2016
874;1;638158.31;"UT";2016
875;4;3750701.2;"UT";2012
876;4;3350528.48;"UT";2008
877;3;8846856.39;"UT";2012
878;5;1067842.5;"UT";2008
879;7;289889.0;"UT";2004
880;6;564012.2;"UT";2004
881;8;50750.0;"UT";2000
882;6;18854.0;"UT";2000
883;10;26250.0;"UT";1996
884;9;159012.0;"UT";1996
885;10;20500.0;"UT";1992
886;11;157400.0;"UT";1992
887;11;9000.0;"UT";1988
888;13;4500.0;"UT";1984
889;14;28000.0;"UT";1984
890;14;14400.0;"UT";1980
891;15;45595.0;"UT";1980
892;2;4298887.29;"AZ";2016
893;1;2744958.45;"AZ";2016
894;4;12060473.52;"AZ";2012
895;4;11126508.9;"AZ";2008
896;3;7660699.47;"AZ";2012
897;5;7974544.78;"AZ";2008
898;7;1592381.05;"AZ";2004
899;6;3357976.28;"AZ";2004
900;8;472967.0;"AZ";2000
901;6;62151.0;"AZ";2000
902;10;87856.0;"AZ";1996
903;9;175684.0;"AZ";1996
904;10;105350.0;"AZ";1992
905;11;648925.0;"AZ";1992
906;11;345200.0;"AZ";1988
907;12;4750.0;"AZ";1988
908;13;157607.0;"AZ";1984
909;14;119975.0;"AZ";1984
910;14;156275.0;"AZ";1980
911;15;65624.0;"AZ";1980
912;2;2345261.08;"NV";2016
913;1;1597125.2;"NV";2016
914;4;4777591.14;"NV";2012
915;4;4707153.9;"NV";2008
916;3;3984504.59;"NV";2012
917;5;2079201.98;"NV";2008
918;7;642345.8;"NV";2004
919;6;2393831.71;"NV";2004
920;8;341200.0;"NV";2000
921;6;48097.0;"NV";2000
922;10;105950.0;"NV";1996
923;9;459415.0;"NV";1996
924;10;79170.0;"NV";1992
925;11;287520.0;"NV";1992
926;11;17250.0;"NV";1988
927;12;1500.0;"NV";1988
928;13;15500.0;"NV";1984
929;14;77783.0;"NV";1984
930;14;105740.0;"NV";1980
931;15;81350.0;"NV";1980
932;2;12750478.86;"WA";2016
933;1;2223304.21;"WA";2016
934;4;33773631.02;"WA";2008
935;4;31807294.18;"WA";2012
936;3;6543251.1;"WA";2012
937;5;2783870.22;"WA";2008
938;7;4755628.95;"WA";2004
939;6;3419879.3499999996;"WA";2004
940;8;799435.0;"WA";2000
941;6;124900.0;"WA";2000
942;10;79550.0;"WA";1996
943;9;99576.0;"WA";1996
944;10;86325.0;"WA";1992
945;11;311232.0;"WA";1992
946;11;117600.0;"WA";1988
947;12;500.0;"WA";1988
948;13;42850.0;"WA";1984
949;14;67150.0;"WA";1984
950;14;63114.0;"WA";1980
951;15;73157.0;"WA";1980
952;2;4775309.67;"OR";2016
953;1;906889.31;"OR";2016
954;4;14255346.72;"OR";2012
955;4;13493880.08;"OR";2008
956;3;2724698.45;"OR";2012
957;5;1264076.37;"OR";2008
958;7;1827068.97;"OR";2004
959;6;1657572.13;"OR";2004
960;8;180030.0;"OR";2000
961;6;50400.0;"OR";2000
962;10;42675.0;"OR";1996
963;9;41942.0;"OR";1996
964;10;59571.0;"OR";1992
965;11;439435.0;"OR";1992
966;11;166598.0;"OR";1988
967;12;3000.0;"OR";1988
968;13;24675.0;"OR";1984
969;14;39485.0;"OR";1984
970;14;47635.0;"OR";1980
971;15;51387.0;"OR";1980
972;2;94003072.91;"CA";2016
973;1;12038294.27;"CA";2016
974;4;194232717.78;"CA";2008
975;4;176253646.56;"CA";2012
976;3;43995648.08;"CA";2012
977;5;26044070.86;"CA";2008
978;7;33938377.03;"CA";2004
979;6;20824737.34;"CA";2004
980;8;9069910.0;"CA";2000
981;6;898301.0;"CA";2000
982;10;2366872.0;"CA";1996
983;9;1779176.0;"CA";1996
984;10;2253247.0;"CA";1992
985;11;5427323.0;"CA";1992
986;11;2240715.0;"CA";1988
987;12;369250.0;"CA";1988
988;13;1346533.0;"CA";1984
989;14;1519914.0;"CA";1984
990;14;2617750.0;"CA";1980
991;15;1067532.0;"CA";1980
992;2;538317.56;"AK";2016
993;1;372627.68;"AK";2016
994;4;2562930.76;"AK";2012
995;4;1983996.84;"AK";2008
996;3;743026.92;"AK";2012
997;5;322127.0;"AK";2008
998;7;197346.0;"AK";2004
999;6;292065.9;"AK";2004
1000;8;37065.0;"AK";2000
1001;6;20600.0;"AK";2000
1002;10;33525.0;"AK";1996
1003;9;16275.0;"AK";1996
1004;10;14850.0;"AK";1992
1005;11;106000.0;"AK";1992
1006;11;8250.0;"AK";1988
1007;12;2000.0;"AK";1988
1008;13;10500.0;"AK";1984
1009;14;38000.0;"AK";1984
1010;14;16336.0;"AK";1980
1011;15;20325.0;"AK";1980
1012;2;1106239.12;"HI";2016
1013;1;293307.46;"HI";2016
1014;4;6201430.4;"HI";2008
1015;4;4840504.76;"HI";2012
1016;3;622925.12;"HI";2012
1017;5;424868.8;"HI";2008
1018;7;324579.0;"HI";2004
1019;6;948668.56;"HI";2004
1020;8;186822.0;"HI";2000
1021;6;10950.0;"HI";2000
1022;10;52300.0;"HI";1996
1023;9;35661.0;"HI";1996
1024;10;45073.0;"HI";1992
1025;11;76335.0;"HI";1992
1026;11;19450.0;"HI";1988
1027;13;4500.0;"HI";1984
1028;14;42000.0;"HI";1984
1029;14;18900.0;"HI";1980
1030;15;23700.0;"HI";1980
